,URL,title,BERT,predicted_class,h0,h1,h2,h3,score,classe
133,https://www.wsj.com/news/types/letters?mod=nav_top_subsection,Letters to the Editor,0.632321679,0,1,1,1,0,2.716160839,0
134,https://www.wsj.com/news/types/the-saturday-interview?mod=nav_top_subsection,The Weekend Interview,0.05221317,0,0,1,1,0,1.726106585,0
135,https://www.wsj.com/podcasts/latest/wsj-opinion-potomac-watch?mod=nav_top_subsection,Potomac Watch Podcast,0.215767764,0,0,1,1,0,1.807883882,0
136,https://www.wsj.com/podcasts/latest/wsj-opinion-foreign-edition?mod=nav_top_subsection,Foreign Edition Podcast,0.41406094,0,0,1,1,0,1.90703047,0
137,https://www.wsj.com/podcasts/opinion-free-expression?mod=nav_top_subsection,Free Expression Podcast,0.196456392,0,0,1,1,0,1.798228196,0
138,https://www.wsj.com/video/browse/opinion?mod=nav_top_subsection,Opinion Video,0.903280543,0,0,1,1,0,2.151640272,0
139,https://www.wsj.com/news/types/notable-quotable?mod=nav_top_subsection,Notable & Quotable,0.847595461,0,0,1,1,0,2.12379773,0
140,https://www.wsj.com/news/books-arts?mod=nav_top_section,Books & Arts,0.57067508,0,0,1,1,0,1.98533754,0
141,https://www.wsj.com/news/types/film-review?mod=nav_top_subsection,Film,0.434159529,0,0,1,1,0,1.917079765,0
142,https://www.wsj.com/news/types/television-review?mod=nav_top_subsection,Television,0.567246267,0,0,1,1,0,1.983623134,0
143,https://www.wsj.com/news/types/theater-review?mod=nav_top_subsection,Theater,0.187624315,0,0,1,1,0,1.793812157,0
144,https://www.wsj.com/news/types/masterpiece?mod=nav_top_subsection,Masterpiece Series,0.751248404,0,0,1,1,0,2.075624202,0
145,https://www.wsj.com/news/types/music-review?mod=nav_top_subsection,Music,0.069547244,0,0,1,1,0,1.734773622,0
146,https://www.wsj.com/news/types/dance-review?mod=nav_top_subsection,Dance,0.284136669,0,0,1,1,0,1.842068334,0
147,https://www.wsj.com/news/types/opera-review?mod=nav_top_subsection,Opera,0.615448455,0,0,1,1,0,2.007724228,0
148,https://www.wsj.com/news/types/exhibition-review?mod=nav_top_subsection,Exhibition,0.591508705,0,0,1,1,0,1.995754352,0
149,https://www.wsj.com/news/types/cultural-commentary?mod=nav_top_subsection,Cultural Commentary,0.19564242,0,0,1,1,0,1.79782121,0
150,https://www.wsj.com/news/books-arts/arts?mod=nav_top_subsection,Arts,0.973869894,0,0,1,1,0,2.186934947,0
151,https://www.wsj.com/news/books-arts/books?mod=nav_top_subsection,Books,0.894273246,0,0,1,1,0,2.147136623,0
152,https://www.wsj.com/puzzles?mod=nav_top_subsection,WSJ Puzzles,0.855253876,0,0,1,1,0,2.127626938,0
153,https://www.wsj.com/video/browse/life-culture?mod=nav_top_subsection,Life Video,0.402437788,0,0,1,1,0,1.901218894,0
154,https://www.wsj.com/video/browse/life-culture/arts-and-entertainment?mod=nav_top_subsection,Arts Video,0.20771963,0,0,1,1,0,1.803859815,0
155,https://www.wsj.com/news/realestate?mod=nav_top_section,Real Estate,0.078750282,0,0,1,1,0,1.739375141,0
156,https://www.wsj.com/video/subject/mansion?mod=nav_top_subsection,Real Estate Video,0.358795687,0,0,1,1,0,1.879397844,0
157,https://www.wsj.com/news/life-work?mod=nav_top_section,Life & Work,0.593048264,0,0,1,1,0,1.996524132,0
158,https://www.wsj.com/news/life-work/automotive?mod=nav_top_subsection,Cars,0.638497329,0,0,1,1,0,2.019248664,0
159,https://www.wsj.com/news/types/management-careers?mod=nav_top_subsection,Careers,0.282312113,0,0,1,1,0,1.841156056,0
160,https://www.wsj.com/news/types/arts-entertainment?mod=nav_top_subsection,Entertainment,0.840050981,0,0,1,1,0,2.12002549,0
161,https://www.wsj.com/news/life-work/food-cooking-drink?mod=nav_top_subsection,Food & Drink,0.99872397,0,0,1,1,0,2.199361985,0
162,https://www.wsj.com/news/magazine/art-design?mod=nav_top_subsection,Home & Design,0.971677966,0,0,1,1,0,2.185838983,0
163,https://www.wsj.com/news/life-work/ideas?mod=nav_top_subsection,Ideas,0.555837235,0,0,1,1,0,1.977918618,0
164,https://www.wsj.com/recipes?mod=nav_top_subsection,Recipes,0.037049955,0,0,1,1,0,1.718524977,0
165,https://www.wsj.com/news/life-work/fashion?mod=nav_top_subsection,Style & Fashion,0.130187197,0,0,1,1,0,1.765093599,0
166,https://www.wsj.com/news/life-work/travel?mod=nav_top_subsection,Travel,0.751200475,0,0,1,1,0,2.075600238,0
167,https://www.wsj.com/news/life-work/health-wellness?mod=nav_top_subsection,Wellness,0.403214698,0,0,1,1,0,1.901607349,0
168,https://www.wsj.com/news/author/sumathi-reddy?mod=nav_top_subsection,Your Health,0.106285813,0,0,1,1,0,1.753142906,0
169,https://www.wsj.com/news/author/rachel-feintzeig?mod=nav_top_subsection,Work & Life,0.530523142,0,0,1,1,0,1.965261571,0
170,https://www.wsj.com/news/author/scott-mccartney?mod=nav_top_subsection,The Middle Seat,0.589994778,0,0,1,1,0,1.994997389,0
171,https://www.wsj.com/news/author/elizabeth-anne-bernstein?mod=nav_top_subsection,Bonds,0.845563306,0,0,1,1,0,2.122781653,0
172,https://www.wsj.com/news/author/krithika-varagur?mod=nav_top_subsection,At Work,0.327707245,0,0,1,1,0,1.863853623,0
173,https://www.wsj.com/news/author/clare-ansberry?mod=nav_top_subsection,Turning Points,0.104885429,0,0,1,1,0,1.752442714,0
174,https://www.wsj.com/news/author/rory-satran?mod=nav_top_subsection,Off Brand,0.906501802,0,0,1,1,0,2.153250901,0
175,https://www.wsj.com/news/author/jacob-gallagher?mod=nav_top_subsection,On Trend,0.739089772,0,0,1,1,0,2.069544886,0
176,https://www.wsj.com/news/author/lettie-teague?mod=nav_top_subsection,On Wine,0.993210837,0,0,1,1,0,2.196605418,0
177,https://www.wsj.com/news/puzzle?mod=nav_top_subsection,WSJ Puzzles,0.756643288,0,0,1,1,0,2.078321644,0
178,https://www.wsj.com/news/magazine?mod=nav_top_section,WSJ. Magazine,0.175195504,0,0,1,1,0,1.787597752,0
179,https://www.wsj.com/news/magazine/fashion?mod=nav_top_subsection,Fashion,0.259947331,0,0,1,1,0,1.829973666,0
180,https://www.wsj.com/news/magazine/travel?mod=nav_top_subsection,Travel,0.464307903,0,0,1,1,0,1.932153952,0
181,https://www.wsj.com/news/magazine/food?mod=nav_top_subsection,Food,0.536852143,0,0,1,1,0,1.968426072,0
182,https://www.wsj.com/news/magazine/culture?mod=nav_top_subsection,Culture,0.545627734,0,0,1,1,0,1.972813867,0
183,https://www.wsj.com/news/sports?mod=nav_top_section,Sports,0.448299885,0,0,1,1,0,1.924149942,0
184,https://www.wsj.com/news/types/olympics?mod=nav_top_subsection,Beijing 2022 Olympics,0.800761055,0,0,1,1,0,2.100380528,0
185,https://www.wsj.com/news/types/mlb?mod=nav_top_subsection,MLB,0.262393941,0,0,1,1,0,1.831196971,0
186,https://www.wsj.com/news/types/nba?mod=nav_top_subsection,NBA,0.929823845,0,0,1,1,0,2.164911923,0
187,https://www.wsj.com/news/types/nfl?mod=nav_top_subsection,NFL,0.70638202,0,0,1,1,0,2.05319101,0
188,https://www.wsj.com/news/types/sports-golf?mod=nav_top_subsection,Golf,0.38338542,0,0,1,1,0,1.89169271,0
189,https://www.wsj.com/news/types/tennis?mod=nav_top_subsection,Tennis,0.364195154,0,0,1,1,0,1.882097577,0
190,https://www.wsj.com/news/types/soccer?mod=nav_top_subsection,Soccer,0.649374194,0,0,1,1,0,2.024687097,0
191,https://www.wsj.com/news/author/jason-gay?mod=nav_top_subsection,Jason Gay,0.117527664,0,0,1,1,0,1.758763832,0
192,https://www.wsj.com/livecoverage/winter-olympics-beijing-2022?mod=hp_theme_china-olympics-ribbon,OlympicsLogo for 2022 Beijing OlympicsGAMES 2022BEIJING,0.732795843,1,1,1,1,0,3.266397922,1
193,https://www.wsj.com/livecoverage/winter-olympics-beijing-2022?mod=hp_theme_china-olympics-ribbon,OlympicsLogo for 2022 Beijing OlympicsGAMES 2022BEIJING,0.732795843,1,1,1,1,0,3.266397922,1
194,https://www.wsj.com/articles/kamila-valieva-olympics-figure-skating-russia-doping-11645015949?mod=hp_theme_china-olympics-ribbon,Kamila Valieva,0.759969738,0,0,1,1,0,2.079984869,1
195,https://www.wsj.com/articles/us-hockey-beijing-olympics-11645005118?mod=hp_theme_china-olympics-ribbon,U.S. Men's Hockey Is Out,0.620756901,1,1,1,1,0,3.210378451,1
196,https://www.wsj.com/articles/zhang-yimou-director-beijing-olympics-11645020077?mod=hp_theme_china-olympics-ribbon,Zhang Yimou's Wife,0.211476043,0,0,1,1,1,3.105738021,1
197,https://www.wsj.com/articles/curling-olympics-swimming-michael-phelps-11645003061?mod=hp_theme_china-olympics-ribbon,Curling Venue,0.713933025,0,0,1,1,1,3.356966512,1
198,https://www.wsj.com/articles/bobsled-ice-kaiser-francesco-friedrich-11644736783?mod=hp_theme_china-olympics-ribbon,Bobsled Dominance,0.958605454,0,0,1,1,0,2.179302727,1
199,https://www.wsj.com/articles/2022-winter-olympics-streaming-watch-guide-11643986440?mod=hp_theme_china-olympics-ribbon,How to Watch,0.700548896,0,0,1,1,0,2.050274448,1
200,https://www.wsj.com/livecoverage/winter-olympics-beijing-2022,Event Coverage,0.047648067,0,0,1,1,0,1.723824033,1
201,https://www.wsj.com/articles/russia-says-troops-withdraw-from-crimea-but-u-s-warns-ukraine-invasion-still-possible-11645007072?mod=hp_lead_pos1,"Russia Is Increasing Forces Near Ukraine, Western Allies Say",0.125049209,1,1,1,1,0,2.962524604,1
202,https://www.wsj.com/articles/why-u-s-spies-can-watch-russian-troops-but-not-guess-putins-next-move-11645030376,U.S. Spies Can’t Crack the Code on Putin,0.417376849,1,1,1,1,1,4.408688424,1
203,https://www.wsj.com/articles/u-s-russian-aircraft-flew-perilously-close-to-each-other-amid-ukraine-tensions-11645032529?mod=hp_lead_pos6,"U.S., Russian Planes Had Perilously Close Encounters",0.371481657,1,1,1,1,1,4.385740829,1
